Comment,Designator,Footprint,LCSC Part #
"SMA jack (Amphenol 132134, vertical), pigtail from the IRID device",J_RF10,SMA_Amphenol_132134-11_Vertical,C3174425
"SMA jack (Amphenol 132134, vertical), pigtail from the LORA device",J_RF11,SMA_Amphenol_132134-11_Vertical,C3174425
"wall USB-C outlet, power side (pigtail header): VBUS CC1 CC2 GND GND",J_USBC_OUT,PinHeader_1x05_P2.54mm_Vertical,C55629812
wall USB-C data pair to B16 passes here on the ribbon: this header is the pigtail's data side (D+ D- GND GND),J_USBW,JST_PH_B4B-PH-K_1x04_P2.00mm_Vertical,C131334
10uH XAL1010-103ME (Isat 14 A),L1,L_Coilcraft_XAL1010-XXX,C6358489
3.3uH XAL6060-332ME (Isat 15 A),L2,L_Coilcraft_XAL6060-XXX,C7421717
4.7uH XAL6060-472ME (Isat 11 A),"L3,L4,L5,L6",L_Coilcraft_XAL6060-XXX,C7421717
4.7uH XAL4030-472ME,L7,L_Coilcraft_XAL4030-XXX,C2937437
6.8uH XAL1010-682ME (Isat 17 A),L8,L_Coilcraft_XAL1010-XXX,C3911590
6.8uH XAL1010-682ME,"L9,L11",L_Coilcraft_XAL1010-XXX,C3911590
22uH XAL1010-223ME (Isat 9 A),L10,L_Coilcraft_XAL1010-XXX,C2802562
"2N7002: panel controller high = pull KILL low = power off (1 G, 2 S, 3 D)",Q1,SOT-23,C8545
60 V N-FET PowerPAK SO-8 (CSD19532Q5B class),"Q2,Q3,Q4,Q5",PowerPAK_SO-8_Single,C473333
2N7002: CHG_INHIBIT high = ILIM_HIZ low = charger in HiZ,Q6,SOT-23,C8545
CSD18510Q5B 40 V N-FET,"Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q21,Q22,Q23,Q24,Q25,Q26",PowerPAK_SO-8_Single,C2876544
100 V N-FET PowerPAK SO-8 (CSD19536KTT class),"Q17,Q18,Q19,Q20",PowerPAK_SO-8_Single,C114200
CSD18510Q5B 40 V N-FET (VBUS switch),Q27,PowerPAK_SO-8_Single,C2876544
10R 2W 2512,R1,R_2512_6332Metric,C414890
100k,"R2,R3,R4,R5,R13,R21,R30,R34,R38,R42,R57,R73,R103,R104,R111,R112,R113,R114,R116,R118,R123,R128,R143",R_0603_1608Metric,C25803
240k 1%,R6,R_0603_1608Metric,C4197
10k 1%,"R7,R15,R29,R33,R37,R41,R49,R51,R59,R61,R67,R75,R125,R134",R_0603_1608Metric,C25804
40.2k (300 kHz),"R8,R52,R62,R68,R78",R_0603_1608Metric,C12447
30k (slope),"R9,R53,R63,R69,R79",R_0603_1608Metric,C22984
10k,"R10,R22,R23,R25,R44,R54,R64,R70,R80,R91,R95,R99,R102,R110,R117,R142",R_0603_1608Metric,C25804
10mOhm 1% 2512 (ISNS),"R11,R65,R81,R138",R_2512_6332Metric,C2903468
5mOhm 1% 2512 (CS),"R12,R56,R122,R127",R_2512_6332Metric,C500739
62k 1%,"R14,R58,R74,R124,R133",R_0603_1608Metric,C23221
"10mOhm 1% 2512 (RAC, input current sense)",R16,R_2512_6332Metric,C2903468
"5mOhm 1% 2512 (RSR, charge current sense)",R17,R_2512_6332Metric,C500739
10R,R18,R_0603_1608Metric,C22859
16.5k 1%,R19,R_0603_1608Metric,C22812
34.8k 1%,R20,R_0603_1608Metric,C2933204
10k (PSYS load),R24,R_0603_1608Metric,C25804
"60.4k 1% (CELL_BATPRESZ: 4S per Table, from VDDA)",R26,R_0603_1608Metric,C23089
40.2k 1%,R27,R_0603_1608Metric,C12447
53.6k 1%,"R28,R32,R36,R40",R_0603_1608Metric,C23074
5mOhm 1% 2512 (shunt),"R31,R35,R39,R43",R_2512_6332Metric,C500739
68k (RT: 500 kHz),"R45,R46,R47,R115",R_0603_1608Metric,C23231
31.6k 1%,R48,R_0603_1608Metric,C25967
162k 1%,R50,R_0603_1608Metric,C22815
2mOhm 1% 2512 (ISNS),R55,R_2512_6332Metric,C2903471
140k 1%,R60,R_0603_1608Metric,C22875
665k 1%,R66,R_0603_1608Metric,C23227
20mOhm 1% 2512 (ISNS),R71,R_2512_6332Metric,C500741
10mOhm 1% 2512 (CS),R72,R_2512_6332Metric,C2903468
105k 1%,R76,R_0603_1608Metric,C2933128
20k 1% (R_FBL),R77,R_0603_1608Metric,C4184
1.2 A (ILM),R90,R_0603_1608Metric,C25804
100k 1%,"R92,R96,R100",R_0603_1608Metric,C25803
10k 1% (OVLO),"R93,R97,R101",R_0603_1608Metric,C25804
1.0 A (ILM),R94,R_0603_1608Metric,C25804
2.0 A (ILM),R98,R_0603_1608Metric,C25804
100k (MODE: CCM),"R119,R120,R121,R126,R135",R_0603_1608Metric,C25803
22k,"R129,R130,R131,R132",R_0603_1608Metric,C31850
21.0k 1% (R_FBL2: 9 V when CTL2 is low),R136,R_0603_1608Metric,C22956
14.0k 1% (R_FBL1: 15 V when CTL1 is low too),R137,R_0603_1608Metric,C140117
43R 1W 2512 (DSCG),R139,R_2512_6332Metric,C38957
"1M (GD to VPWR, 9.1.3)",R140,R_0603_1608Metric,C22935
700k,R141,R_0603_1608Metric,C23233
LTC2954CTS8-1 push-button on/off controller,U1,TSOT-23-8,C683782
"LM5176PWPR buck-boost controller, VBUS20 from VIN_RAW",U2,HTSSOP-28-1EP_4.4x9.7mm_P0.65mm_EP2.85x5.4mm,C442493
"BQ25731RSNR 1 to 5 cell buck-boost charger, 4S from the 20 V bus, I2C 0x6B",U3,QFN-32-1EP_4x4mm_P0.4mm_EP2.65x2.65mm,C2871872
"AP64500SP-13 5 A buck, 5.1 V rail +5V_S1",U4,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,C2070920
"AP64500SP-13 5 A buck, 5.1 V rail +5V_S2",U5,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,C2070920
"AP64500SP-13 5 A buck, 5.1 V rail +5V_S3",U6,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,C2070920
"AP64500SP-13 5 A buck, 5.1 V rail +5V_DEV",U7,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,C2070920
INA226 rail monitor +5V_S1,U8,VSSOP-10_3x3mm_P0.5mm,C49851
INA226 rail monitor +5V_S2,U9,VSSOP-10_3x3mm_P0.5mm,C49851
INA226 rail monitor +5V_S3,U10,VSSOP-10_3x3mm_P0.5mm,C49851
INA226 rail monitor +5V_DEV,U11,VSSOP-10_3x3mm_P0.5mm,C49851
"TPS62933DRLR 3 A buck, 3.3 V logic",U12,SOT-583-8,C3200405
"LM5176PWPR buck-boost controller, +13V8_PA from VBAT",U13,HTSSOP-28-1EP_4.4x9.7mm_P0.65mm_EP2.85x5.4mm,C442493
INA226 PA rail monitor (0x46),U14,VSSOP-10_3x3mm_P0.5mm,C49851
"LM5176PWPR buck-boost controller, +12V_HF from VBAT",U15,HTSSOP-28-1EP_4.4x9.7mm_P0.65mm_EP2.85x5.4mm,C442493
"LM5176PWPR buck-boost controller, +54V_POE from VBAT",U16,HTSSOP-28-1EP_4.4x9.7mm_P0.65mm_EP2.85x5.4mm,C442493
INA226 PoE rail monitor (0x47),U17,VSSOP-10_3x3mm_P0.5mm,C49851
"TPS25740ARGER USB-C PD source controller, 45 W outlet (5, 9, 15 V at 3 A)",U18,QFN-24-1EP_4x4mm_P0.5mm_EP2.5x2.5mm,C544309
"LM5176PWPR buck-boost controller, PD_VPWR from VBAT",U19,HTSSOP-28-1EP_4.4x9.7mm_P0.65mm_EP2.85x5.4mm,C442493
TPS259631DDAR eFuse VBAT -> VMON (1.2 A (ILM)),U21,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,C2155778
TPS259631DDAR eFuse VBAT -> VHEAT (1.0 A (ILM)),U22,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,C2155778
TPS259631DDAR eFuse +5V_DEV -> +5V_D8 (2.0 A (ILM)),U23,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm,C2155778
"74LVC08APW quad AND: EMCON gates for the PA rail, the HF rail and the D8 inhibit",U26,TSSOP-14_4.4x5mm_P0.65mm,C465737
PCA9555PW (0x21): enables and status,U27,TSSOP-24_4.4x7.8mm_P0.65mm,C2864778
"PCA9555PW (0x24): power-good lines, spares",U28,TSSOP-24_4.4x7.8mm_P0.65mm,C2864778
USBLC6-2SC6,U29,SOT-23-6,C7519
